cpg index	Gene Symbol
cg15662251	PAQR7
cg15663121	N-PAC
cg15664067	RASA1
cg15664905	PHLDB3
cg15665653	WDTC1
cg15669092	TUBB3
cg15669228	IFNA8
cg15669273	FARS2
cg15670863	SPACA4
cg15673110	BIRC6
cg15674432	SLC26A8
cg15674997	GRM6
cg15676084	ENAH
cg15676241	ITGA2
cg15676488	SNRPC
cg15677132	SRP54
cg15677294	TUBB4
cg15679095	KIAA0240
cg15679098	RAPSN
cg15679651	MAP4K1
cg15683488	ZFYVE9
cg15683743	SPPL2A
cg15684563	TSPAN8
cg15686608	DAB2IP
cg15687659	RAB7
cg15688767	ZNF148
cg15690721	ZNF85
cg15691199	CEBPE
cg15691649	SLC17A3
cg15691841	ZNF687
cg15693363	GARS
cg15693736	GRTP1
cg15694180	ADAM15
cg15696627	MSX1
cg15698196	CAPN12
cg15700197	OR10J1
cg15700739	HOXC5
cg15701111	KRTHB1
cg15701622	MCRS1
cg15702701	METTL7B
cg15703357	LINCR
cg15703512	MGC50721
cg15703690	IL6
cg15705469	ZNF71
cg15705999	ZNF148
cg15707568	ATP5J
cg15711744	ANP32D
cg15712267	DNAJB1
cg15713086	C20orf108
cg15714041	ACO1
cg15717808	KCNQ5
cg15720535	AGPAT2
cg15721424	ALG8
cg15725808	TAF6L
cg15725933	SLC19A1
cg15726245	GPR12
cg15727249	APOA4
cg15727320	P11
cg15729423	ZADH1
cg15731815	C1orf188
cg15736165	BNC1
cg15736336	PLCZ1
cg15736338	FAM19A2
cg15737168	TECTA
cg15737319	MTHFD2
cg15738916	MAP4K4
cg15739437	TSLP
cg15739581	GALNT3
cg15739944	HABP4
cg15740366	IMPDH1
cg15740508	AMPD1
cg15741706	CXorf48
cg15742700	BLK
cg15743985	CD22
cg15746187	FBXO44
cg15746445	TRPM8
cg15746620	EMR3
cg15747133	THOC1
cg15747595	TSPYL5
cg15747933	NMI
cg15748507	PRLHR
cg15749322	ANKRD42
cg15749748	GATA5
cg15749858	7A5
cg15750102	MGC16169
cg15750705	GJB4
cg15751406	ZNF558
cg15752043	NANOS1
cg15753381	TAF13
cg15754084	PEX5
cg15754109	COPS5
cg15755084	MSX1
cg15755406	MGC10471
cg15755548	ARHGDIG
cg15756091	RGSL2
cg15757271	WNT5A
cg15758700	FLJ36004
cg15759873	ATP6V1E2
cg15760840	HOXA11
cg15760943	ETV5
cg15761233	FLJ22555
cg15761405	FCRL2
cg15764655	SBF1
cg15765212	BAT2
cg15765532	C11orf30
cg15765694	PPP3R2
cg15765896	SPRYD3
cg15768203	PPIG
cg15768270	NUDT22
cg15769409	KIAA0649
cg15770654	IIP45
cg15772393	SAP30
cg15774153	FGF19
cg15774495	GRB10
cg15775914	CHML
cg15776355	C1R
cg15777570	CCL27
cg15778350	CDCA1
cg15779381	PFAAP5
cg15779716	CDCP1
cg15780361	ALS2CR11
cg15780578	SPATA20
cg15780888	PRKCABP
cg15781316	SHFM1
cg15781625	UCK2
cg15781794	CHCHD1
cg15781838	LIMS2
cg15782391	ACPT
cg15783027	NFKBIL2
cg15783800	HAK
cg15784332	COMP
cg15784615	LTBR
cg15785580	BCKDK
cg15785720	C9orf140
cg15786541	PVRL3
cg15786837	HOXB13
cg15786879	LOC57146
cg15787039	SGNE1
cg15789095	SPOCD1
cg15790852	CNOT6
cg15791248	FGFR1
cg15792367	KLK11
cg15796682	RNH1
cg15796941	BTBD11
cg15796978	LHCGR
cg15797414	HIST1H3B
cg15798153	PFTK1
cg15798455	PROK2
cg15798530	TRPC3
cg15799267	ALOX15B
cg15799959	ZNF248
cg15800421	CCR10
cg15801967	NHP2L1
cg15802323	ARF5
cg15802898	FOXE1
cg15804118	DPM3
cg15804973	MAP3K5
cg15808558	EPHA4
cg15809230	SIN3A
cg15810326	LOC90826
cg15810744	CORO1B
cg15811235	PFAS
cg15811427	FPR1
cg15814508	P2RY14
cg15815016	CARD4
cg15815843	MFAP5
cg15816080	TPST1
cg15817236	ALX4
cg15818800	DNAJC1
cg15819171	FLJ23588
cg15819333	COX4I1
cg15819853	MFHAS1
cg15820189	SAP30BP
cg15820809	BIK
cg15820955	HDAC7A
cg15821095	RBM15B
cg15822346	SLC16A10
cg15822411	MGC34732
cg15823100	PISD
cg15824056	SYNJ2
cg15824705	BCAR1
cg15824968	AP1G1
cg15827031	NUP155
cg15827295	LYSMD1
cg15830940	SMARCAL1
cg15831452	PRPSAP2
cg15832292	MANEA
cg15832436	PACRG
cg15834294	GSPT1
cg15835232	HLF
cg15835825	HTR5A
cg15836394	FDFT1
cg15836660	EDNRB
cg15836722	IL1B
cg15837252	GSCL
cg15839448	SFRP1
cg15840985	OSBPL10
cg15841415	SLC1A3
cg15842276	MTNR1B
cg15842400	GABPA
cg15842430	FAM12B
cg15842884	KIAA1434
cg15843217	PCGF3
cg15844609	YIF1B
cg15846641	HTLF
cg15846718	COX7A2
cg15851800	LOC133619
cg15852879	ASB6
cg15852891	OTP
cg15853125	TIAM1
cg15853374	EIF3S6IP
cg15854296	MAP3K11
cg15856055	ZNF511
cg15857475	RECQL4
cg15860839	SNAPC1
cg15861540	TBXA2R
cg15862544	EGFL4
cg15863254	ACBD3
cg15864184	PTPN1
cg15868151	ABCC4
cg15869022	GPR17
cg15869642	CBLN1
cg15872103	SLC35F5
cg15873301	SYN2
cg15873633	ZNF37A
cg15873715	DAB2
cg15875120	C10orf97
cg15876417	ABCD2
cg15877314	GNAI2
cg15878317	NMNAT3
cg15879316	CELSR1
cg15880738	CD3G
cg15881088	ARMET
cg15881727	ZBED4
cg15882999	P4HB
cg15883716	ANKRD45
cg15883761	MUS81
cg15884411	TMEM127
cg15885734	ATPBD3
cg15887846	CST6
cg15888522	XCR1
cg15890111	ABAT
cg15890484	DYNC2LI1
cg15893253	CSTB
cg15894661	PHACS
cg15895197	EMILIN1
cg15896447	CHMP4A
cg15897310	CTGF
cg15900519	RPL32
cg15900980	GPX1
cg15901783	KCTD12
cg15903282	EPHB1
cg15903395	FLJ25369
cg15903421	DFNB31
cg15903837	P2RY6
cg15905124	MGC13034
cg15905634	TAS2R60
cg15905979	ST18
cg15910208	KLK10
cg15911500	ERCC1
cg15912427	ABCD4
cg15913671	TMEM105
cg15914863	CYP2W1
cg15916061	SLC17A4
cg15916628	ZNF579
cg15918284	GABRA2
cg15919045	NFIL3
cg15923513	CD302
cg15925792	MX1
cg15926557	KATNA1
cg15926585	COMT
cg15927263	PLEKHJ1
cg15928132	CCKAR
cg15928398	ST6GAL1
cg15928446	MGC3121
cg15929201	FLJ11193
cg15931943	FHIT
cg15932716	GDF11
cg15933546	DNAH8
cg15936718	GAS8
cg15937081	C14orf106
cg15937958	UNQ473
cg15940569	GABRB3
cg15942481	CAPS2
cg15942562	CDCA3
cg15944762	SPAG9
cg15944856	UNQ6411
cg15945417	LLGL1
cg15945754	C6orf204
cg15945769	HHAT
cg15946545	MRPS31
cg15947959	ERGIC1
cg15948326	C11orf45
cg15949277	ZC3H12A
cg15951107	BAX
cg15952487	CD1B
cg15952725	ELA2A
cg15954792	CNGA3
cg15955341	GSTM4
cg15957394	AFAP
cg15958424	ACPP
cg15959756	SPAST
cg15963417	PAH
cg15965055	C1orf32
cg15965913	C1orf121
cg15966253	UBE2E1
cg15966757	SLC6A13
cg15967525	FLJ20273
cg15970621	PHKG2
cg15971505	C6orf203
cg15971836	KIAA1212
cg15972294	GNAI2
cg15972617	GM2A
cg15974053	DHRS10
cg15974062	COPS7A
cg15975283	SLC9A11
cg15976539	C18orf16
cg15977278	NT5DC3
cg15977816	KCNN4
cg15979098	ZNF615
cg15979932	CUEDC1
cg15981265	KIAA1900
cg15982308	AGPAT1
cg15982419	RALBP1
cg15983520	GPT
cg15984661	CCDC8
cg15984822	CCDC6
cg15988232	CSPG5
cg15988792	ACSS1
cg15989091	LOXL3
cg15990015	DMAP1
cg15991288	WDR47
cg15992730	GDF3
cg15993402	C16orf55
cg15993674	PRNP
cg15994159	RAI1
cg15994781	TOMM70A
cg15996947	L2HGDH
cg15997411	JAK1
cg15998761	FLJ20160
cg16000832	RCBTB2
cg16000888	C11orf35
cg16001460	PRIM2A
cg16001913	HK1
cg16003238	PUNC
cg16003913	MPG
cg16004800	NDUFA9
cg16005224	SLC5A8
cg16007185	TXNDC
cg16007628	ZNF207
cg16007680	GLI4
cg16009558	GRIK2
cg16011258	NECAP2
cg16013246	RCC1
cg16014085	ZNF553
cg16016036	TPO
cg16016641	C20orf4
cg16016951	DUT
cg16017358	HAT1
cg16019273	EIF2C4
cg16019620	MEP1A
cg16020904	SPATA20
cg16022344	COX5B
cg16025584	C9orf142
cg16026550	SORL1
cg16028753	PODN
cg16028934	TP53BP2
cg16029760	OSTbeta
cg16034046	KIAA0182
cg16034652	KIAA1409
cg16035277	SLC22A18
cg16035531	TFB1M
cg16037142	WDR34
cg16040953	MGC10911
cg16041611	SRF
cg16042149	NEFH
cg16046465	FRMD5
cg16046951	MKKS
cg16050349	PIK3CB
cg16050784	ASPH
cg16050957	RBBP6
cg16051027	ZNF341
cg16051685	TRIM63
cg16052901	VPS52
cg16054422	SART3
cg16060664	AP3M2
cg16062480	EPRS
cg16063112	C10orf107
cg16063666	TP53AP1
cg16065186	ERBB2
cg16068780	SBNO1
cg16068833	CD52
cg16069236	MRPL39
cg16069910	TXNL6
cg16070444	C22orf5
cg16072030	PPP1R15B
cg16072462	PF4
cg16075384	FLJ10099
cg16075940	FLJ37396
cg16076328	TACSTD1
cg16077929	CDKL1
cg16078836	MAP3K13
cg16080552	TACSTD2
cg16084788	SLC2A7
cg16085042	HSP90B1
cg16087263	PLA2G2F
cg16090392	AFF1
cg16091845	SMARCA5
cg16092786	WT1
cg16092956	ACSL1
cg16094520	SHMT1
cg16094954	BCL3
cg16097772	LYZ
cg16098170	JSRP1
cg16098726	GP9
cg16098981	C20orf39
cg16101572	ZNF219
cg16104446	MCM4
cg16107172	SLC27A5
cg16107553	PPP2R5E
cg16108132	ANXA7
cg16111791	CACNB4
cg16112050	ENOSF1
cg16112129	DRD1
cg16112157	KRT6C
cg16112945	ADAMTS13
cg16114640	THSD1
cg16116363	SH3GLB1
cg16119128	FLJ43339
cg16119274	MPHOSPH6
cg16120811	WEE1
cg16121444	NME7
cg16122592	MAGEB6
cg16124337	UBE2J1
cg16124821	ZNF706
cg16127845	GPR30
cg16128363	DLGAP1
cg16129797	MRPL15
cg16129988	UQCRC1
cg16131766	MKRN3
cg16133244	GNPTG
cg16137862	BCL2L1
cg16139316	S100A9
cg16140179	NURIT
cg16141690	C14orf119
cg16142218	CHMP7
cg16142977	EEF2
cg16148270	DIRAS3
cg16148403	SLA/LP
cg16148454	TMED6
cg16150435	C6orf15
cg16152813	FAM57B
cg16154416	RASGRF1
cg16155382	GRHL3
cg16155588	CUL4A
cg16155702	FGF21
cg16158220	REGL
cg16158681	MT3
cg16158807	WNK2
cg16158874	GPR4
cg16159313	ACY1
cg16160720	RASA1
cg16161425	DHFR
cg16166399	ZNF499
cg16168311	APOA1BP
cg16169604	GPR148
cg16173067	SDCBP2
cg16174234	MGC32020
cg16175263	TNFRSF10C
cg16175725	TCF1
cg16175792	HSD3B1
cg16177163	PTDSS1
cg16177830	TNFRSF17
cg16178491	SLC5A8
cg16179125	CTSZ
cg16181202	CTSO
cg16184930	DICER1
cg16184943	SUHW2
cg16185365	RNF168
cg16188038	ZNF622
cg16188243	SGTA
cg16189954	CHEK2
cg16191009	CPNE9
cg16192029	ANKRD7
cg16192916	PSME4
cg16193203	USP54
cg16194715	SMAD9
cg16195804	FLJ38663
cg16196602	SF3B2
cg16200844	ITCH
cg16202564	MATN2
cg16204289	FLJ13391
cg16205058	OSGEP
cg16208136	GEM
cg16208271	ENTPD6
cg16208491	PRPF4B
cg16209630	ZNHIT2
cg16211684	PCDH21
cg16213976	PIGO
cg16215361	MUC15
cg16218254	IMMP2L
cg16218377	GPIAP1
cg16218387	FAM8A1
cg16218424	CMAS
cg16219122	ABCB1
cg16220183	40060
cg16220802	MAP2K1IP1
cg16221059	PLS3
cg16222568	APEG1
cg16222698	REXO2
cg16222762	SYT4
cg16224854	SLC25A25
cg16225091	ODF3
cg16225429	TUSC2
cg16225441	BECN1
cg16225753	MAD2L1
cg16228804	PKN2
cg16232126	SLC5A7
cg16232979	TPM4
cg16235034	FRMPD1
cg16235860	USP1
cg16236759	UBE2I
cg16236875	C1R
cg16237595	RNF41
cg16239406	MTCH1
cg16240480	EDARADD
cg16241648	ARPC1A
cg16241714	CEBPD
cg16242770	KRTAP17-1
cg16243646	PLA2G12A
cg16245261	PRKCDBP
cg16245844	ADIPOR2
cg16246410	NR4A2
cg16248277	FGF8
cg16249711	TBPL2
cg16250355	SMARCC1
cg16250754	CARD6
cg16253168	NOL7
cg16253412	TPST1
cg16254309	CNTNAP2
cg16254764	HDAC11
cg16256504	WNT6
cg16256610	REEP4
cg16256643	NDUFB7
cg16257040	FLJ22318
cg16257086	CD46
cg16257091	BDNF
cg16257685	UCHL3
cg16261965	ARF3
cg16264526	EDNRA
cg16267059	MFAP1
cg16268051	CDC42
cg16268429	FLJ30596
cg16268563	ATP6V1G2
cg16270091	QRICH1
cg16270890	FAHD1
cg16270990	C11orf44
cg16272420	PNLIPRP2
cg16273524	THUMPD2
cg16273597	CD83
cg16273788	LINS1
cg16274148	C9orf156
cg16275172	TMOD3
cg16276070	ZNF550
cg16276199	PPP1CB
cg16280313	PEX16
cg16280667	BLR1
cg16280922	C1orf26
cg16281796	PEX26
cg16282679	EGFL8
cg16284292	ZNF297B
cg16286776	EIF2C2
cg16290737	CHGA
cg16293088	NF2
cg16293105	SIGLEC6
cg16295988	C9orf80
cg16296356	RAD51L3
cg16297030	AGXT2
cg16298264	LOC153364
cg16298282	KIAA0776
cg16299341	OSBPL9
cg16301617	TMC6
cg16302441	POMC
cg16303453	CA7
cg16303562	MSR1
cg16306115	DCDC2
cg16307860	C1orf80
cg16310262	C15orf44
cg16310717	CCND2
cg16312163	ALDH1L1
cg16312647	PPIB
cg16312916	BRAP
cg16313343	BRF1
cg16313587	BRF2
cg16315923	KIAA0195
cg16317961	MAPRE2
cg16319578	HSPA2
cg16323498	C17orf39
cg16324018	RBED1
cg16328273	CCNE2
cg16328820	DLD
cg16332060	FLJ21827
cg16332224	DPM1
cg16332577	C17orf37
cg16334795	BACE2
cg16334840	SCLY
cg16335762	CMTM3
cg16336120	RAMP3
cg16338035	C3orf58
cg16338347	ALCAM
cg16338822	TPX2
cg16339185	SGOL1
cg16340918	KIF11
cg16341373	CDCA8
cg16342780	PLXNB3
cg16343696	KPNA6
cg16345226	TMEM38A
cg16345880	SARS
cg16351002	CUZD1
cg16351184	C9orf112
cg16352283	FAM46B
cg16353413	CENPB
cg16353836	SAFB
cg16354207	UBE2F
cg16356516	EXOSC6
cg16356956	CSF2RB
cg16357381	COL7A1
cg16357921	CCRK
cg16358738	AGXT
cg16358826	GABRA4
cg16360372	SPINK1
cg16360444	ITGA7
cg16361890	LTC4S
cg16362133	SLC11A2
cg16363586	BST2
cg16366323	DUSP3
cg16367027	POLE3
cg16372520	NRXN3
cg16375728	STRA13
cg16376234	TOP1
cg16377872	SLC1A6
cg16377880	CYP4F3
cg16378421	ABCC5
cg16379513	TSSK3
cg16381752	TOR1AIP2
cg16382322	CENTD3
cg16382382	TGFBR3
cg16384137	MGC35169
cg16385933	PDCD4
cg16386080	CCRK
cg16386158	IL1RL1
cg16388829	ARID5A
cg16391151	CARD4
cg16391792	LIPC
cg16393207	GDPD5
cg16394138	XPR1
cg16396417	ZNF42
cg16396488	PLA2G1B
cg16396948	PHLDB2
cg16398289	WDR49
cg16399745	CNAP1
cg16400825	ITPR3
cg16404106	FLJ23514
cg16404689	C1orf156
cg16405575	TSPAN9
cg16405957	KRT2A
cg16406212	UBXD4
cg16408394	RXRA
cg16408970	BAMBI
cg16409869	NDUFC2
cg16411152	ADAM29
cg16413535	TKTL2
cg16413777	RSAD1
cg16414852	SULT1B1
cg16414945	DUSP12
cg16415058	SORCS1
cg16415646	INHBA
cg16417437	TMEM126A
cg16418163	ACPL2
cg16418329	NYD-SP26
cg16418684	VWCE
cg16419345	ACOX1
cg16420530	ING2
cg16420888	DRAP1
cg16421285	SAE1
cg16421589	PANK3
cg16426459	MLPH
cg16427670	ARHGEF7
cg16428251	SOX14
cg16431978	KRTAP13-3
cg16434306	FLJ14054
cg16434546	SDCCAG10
cg16438432	HNRPD
cg16442715	MAP3K7IP1
cg16443939	SPFH1
cg16446783	MRGPRX4
cg16449464	MAP1D
cg16454349	FLJ25410
cg16456919	LRRN5
cg16462075	MUC3B
cg16463460	WT1
cg16464322	HNRPL
cg16465769	SLC22A7
cg16465939	KCNQ1
cg16466334	MMP3
cg16468729	IL8
cg16469386	SLC38A1
cg16470957	TUSC4
cg16473288	OR1N1
cg16474684	RNF4
cg16474696	MGC3207
cg16477324	ADCK4
cg16478145	TFPI
cg16478792	RGSL1
cg16479674	ZNF672
cg16480209	CNGB1
cg16481024	KLF10
cg16482226	CNOT2
cg16483916	PLAC2
cg16484842	TH1L
cg16486059	C1orf135
cg16488098	PODXL
cg16488522	KRT25C
cg16491909	C1orf43
cg16492735	PEG10
cg16494590	BTN2A3
cg16501028	WT1
cg16501235	C1orf54
cg16504670	FLJ20186
cg16504798	MYO1F
cg16505204	THRSP
cg16505550	PPAP2B
cg16505687	GPR137B
cg16507522	SERPINA3
cg16509045	TRPM6
cg16509569	HEM1
cg16509658	GABRB2
cg16511708	SS18
cg16512727	C12orf4
cg16514843	PAX4
cg16516400	FAM89A
cg16517394	TNFSF4
cg16518291	ZNF272
cg16519321	MYOD1
cg16519742	ZIM2
cg16521836	KIAA1407
cg16522484	C14orf49
cg16523471	LOC283377
cg16523653	DNMT3B
cg16525692	CHD1L
cg16525761	RPL34
cg16527805	MDH1
cg16529592	RUNX3
cg16530429	LIN28
cg16534233	FAM80A
cg16534499	ZNF223
cg16535180	C22orf25
cg16536450	UNQ2541
cg16536918	AVP
cg16537367	OTOR
cg16538604	WHSC2
cg16539629	C14orf132
cg16539981	TEAD2
cg16540259	NDST2
cg16540704	ASZ1
cg16540768	TMEM56
cg16541031	IRF7
cg16543027	PLCB2
cg16543294	ASB6
cg16544272	PIGW
cg16545079	PER1
cg16545105	CRHBP
cg16546489	HSD17B1
cg16547341	USP29
cg16547450	TTC10
cg16547529	FLJ33790
cg16550324	GMDS
cg16551261	LRRC6
cg16551326	ERF
cg16557944	GPX7
cg16558203	SLC22A14
cg16564824	SNAP25
cg16567044	MEG3
cg16570917	PTPRF
cg16571399	TLN2
cg16574065	RAD52B
cg16575408	MMP1
cg16579101	NOL1
cg16579646	HSD3B1
cg16581199	TSSK1
cg16582174	ENTH
cg16582344	ARF1
cg16584172	ZIC2
cg16584573	FGF8
cg16584911	KIAA0828
cg16585619	KRT19
cg16585682	SCGB3A1
cg16588061	CTSC
cg16592658	EBI3
cg16593081	DYX1C1
cg16598810	DEPDC1
cg16604136	CDCA1
cg16604218	EIF2B3
cg16604516	FBLN2
cg16605590	MKI67IP
cg16606638	GALNT4
cg16608348	PTPN14
cg16608652	B3GALT2
cg16609872	KCNQ1
cg16609957	APXL2
cg16612699	OR8B8
cg16613192	UROD
cg16614332	SF3B3
cg16614500	TMEM80
cg16615211	TMEM42
cg16616325	TSNAX
cg16616734	ANKRD13
cg16616769	MGC35048
cg16619240	LIMA1
cg16620032	GPR4
cg16620731	ZNF583
cg16621987	DGCR2
cg16625216	GAK
cg16626670	CLEC4G
cg16627949	RNASE8
cg16628119	ITPK1
cg16628918	GPR172A
cg16632280	LTBP3
cg16632715	HOXD11
cg16632891	SSBP3
cg16636110	ZNF264
cg16638540	ZNF135
cg16639185	LGTN
cg16639637	TUBGCP5
cg16640096	COL4A3
cg16641915	CAPN5
cg16645539	SNAPC3
cg16648841	C8A
cg16652063	SLC13A5
cg16652241	MMP15
cg16652259	DLX1
cg16652639	TM2D2
cg16653538	GAS2L3
cg16658719	TGFB2
cg16659043	SAMD12
cg16660041	IQCF1
cg16660717	ORMDL2
cg16664233	ETHE1
cg16665103	COQ3
cg16666115	MRPS18A
cg16666160	NR5A1
cg16666456	LRRC40
cg16668394	MEN1
cg16672449	RUVBL1
cg16673198	CPNE4
cg16677885	FASTK
cg16678925	OR1A2
cg16685388	HIVEP3
cg16685860	PLD2
cg16687447	PTEN
cg16688376	AKAP9
cg16688911	VASP
cg16689634	CYP4X1
cg16691616	INPP1
cg16691888	LRP2
cg16692277	GUCY1B2
cg16695354	LYSMD2
cg16698623	MGMT
cg16698781	UBE2G2
cg16701105	DENND4A
cg16703647	CRABP1
cg16705481	TRAPPC3
cg16706631	HIST1H4E
cg16708012	TMEM119
cg16708623	TRIM2
cg16708981	ZNF677
cg16711185	SHC4
cg16713727	SLC25A34
cg16713808	CRNN
cg16714091	ADAMTSL1
cg16716983	DRP2
cg16717225	GLT1D1
cg16718094	SAP30
cg16718678	NRXN2
cg16718891	ITGA5
cg16719404	CD2
cg16720880	CHMP5
cg16721202	SP4
cg16722118	KIAA0738
cg16722536	TBX1
cg16723180	HCCA2
cg16725097	EBNA1BP2
cg16725865	BTBD8
cg16728114	C1orf66
cg16729690	FZD3
cg16729794	MOBP
cg16731016	LGALS4
cg16731240	ZNF577
cg16732880	NARFL
cg16732901	FLJ35784
cg16738336	SKIV2L2
cg16739396	ATG4C
cg16739580	POP2
cg16740543	PHF10
cg16741710	TP73
cg16742703	KLK3
cg16743289	CACYBP
cg16744741	PRKG2
cg16745604	CASP10
cg16745616	ANGPTL4
cg16746462	LNPEP
cg16746631	IMPA1
cg16746737	UBE2D3
cg16747567	PCNX
cg16749578	NR2F6
cg16749930	IL18BP
cg16750914	KIAA1212
cg16752583	TRPV6
cg16753336	NPAS1
cg16756620	PPIG
cg16756998	ZDHHC8
cg16757724	RBPSUHL
cg16758041	NDUFB6
cg16759954	PITPNM3
cg16761041	C9orf10OS
cg16761581	ADCY4
cg16762195	LGP2
cg16769376	MDP-1
cg16769442	MAGI3
cg16770799	ITGA5
cg16771596	C9orf30
cg16772207	MYT1
cg16772514	C1QL1
cg16773028	KCNA2
cg16773899	EDIL3
cg16774604	OXA1L
cg16776350	CD84
cg16777510	STAT5A
cg16777782	CDH13
cg16777839	PHPT1
cg16778148	KCNQ1
cg16778809	ADAM23
cg16778903	BRUNOL6
cg16779976	BLNK
cg16785344	PXN
cg16786117	VSIG4
cg16786458	PPARGC1B
cg16786703	ADAM8
cg16787600	SORCS3
cg16790239	MC1R
cg16791508	KRTHB3
cg16792160	ASAH2
cg16792632	ESR2
cg16792800	GPC6
cg16793061	EYA1
cg16793150	MRPS27
cg16794633	C3orf58
cg16794682	CCND1
cg16794882	PMCHL2
cg16796590	MFSD2
cg16797831	KIAA1324
cg16799087	PRDM7
cg16799583	EXOSC2
cg16799961	TXNDC9
cg16802152	CARF
cg16802646	WWC1
cg16803817	TMEM50B
cg16806347	FUK
cg16807911	CDK4
cg16807989	OR1F1
cg16812893	KRTAP15-1
cg16814399	HIBCH
cg16816226	EDEM1
cg16817034	GMEB1
cg16817891	IGF2AS
cg16821394	NDFIP1
cg16822189	BACE1
cg16823105	KIAA1900
cg16823737	CKAP5
cg16824731	ILK
cg16825000	PLA2G2E
cg16825643	FAM38A
cg16826286	LYZL6
cg16826718	HRK
cg16829154	NOTCH1
cg16829450	NTN4
cg16831889	HDC
cg16832407	TRPM3
cg16833230	DNTTIP2
cg16834187	BRD7
cg16834431	ATPIF1
cg16837769	NDUFA4
cg16842214	KBTBD5
cg16842485	C6orf47
cg16847051	CALCOCO1
cg16848873	HOXB6
cg16852892	MMP16
cg16853860	TAP1
cg16853982	ACTN2
cg16854524	DKFZp686L1814
cg16854606	DAND5
cg16855440	KLC3
cg16855929	EGLN1
cg16858125	ELOVL1
cg16860587	ELAVL1
cg16860694	FXYD5
cg16861508	TNFRSF10B
cg16862361	XDH
cg16862838	RCN2
cg16863382	CTRB1
cg16863447	TMEM117
cg16864658	CCK
cg16864895	C1orf73
cg16866038	ARCN1
cg16869108	VHL
cg16870320	GALNT4
cg16872071	RALGDS
cg16872560	PPP1R9A
cg16873684	ORC2L
cg16873863	SLC22A18
cg16878652	GPS1
cg16879115	APOBEC1
cg16880396	APS
cg16883145	TGFB1
cg16883533	EMG1
cg16884042	SGPP2
cg16884539	CXorf55
cg16884569	RASSF2
cg16886188	ADRA2A
cg16886259	CYSLTR2
cg16889368	MRPL15
cg16890093	PSMB8
cg16891895	RGS16
cg16893574	CALB2
cg16893614	ALX3
cg16894211	SYN3
cg16896371	CAND1
cg16896647	SYK
cg16898420	PRG-3
cg16899036	HOMER3
cg16899442	C16orf25
cg16900022	MDN1
cg16902509	ITGA8
cg16904306	PCSK5
cg16904599	C17orf71
cg16905311	ARL5B
cg16907075	UBQLN4
cg16907167	TGOLN2
cg16907488	CCDC17
cg16907514	KTN1
cg16907566	COL14A1
cg16909124	NR2C1
cg16909364	THAP2
cg16910379	C17orf79
cg16910767	RGS9BP
cg16911220	KRTHB6
cg16913124	HYAL3
cg16914151	RPP25
cg16917279	MRS2L
cg16918585	NDUFS5
cg16920242	TEP1
cg16923271	POLD1
cg16924616	DLX5
cg16925486	RPS6
cg16925970	CENPJ
cg16927606	U2AF1L4
cg16928795	ERCC8
cg16929104	GDF15
cg16932672	KNTC2
cg16933388	BSN
cg16933922	OAT
cg16935075	TPH1
cg16937611	SERPINA5
cg16940801	PKM2
cg16940935	ACSM1
cg16941656	FRY
cg16944093	LIMS2
cg16948369	KLHL4
cg16948979	WDR21A
cg16949889	DND1
cg16950012	ATG5
cg16953064	TXNL4B
cg16953612	DNAJB8
cg16954928	LOC147808
cg16956268	CDK5RAP2
cg16957313	DUSP1
cg16958189	BTBD1
cg16959606	ATP1B1
cg16959972	DMC1
cg16961092	KIAA1737
cg16961218	ATP9B
cg16962970	RASAL2
cg16964535	DNAJC5G
cg16967583	AGXT
cg16969623	ZNF331
cg16970232	APC
cg16977035	ALX4
cg16977257	PRND
cg16977872	FKBP2
cg16978263	IFT80
cg16983159	LOC340061
cg16983211	HOXC5
cg16984812	PLEKHH2
cg16984944	TBC1D23
cg16986494	FHIT
cg16986720	DLG2
cg16986846	SCGB2A1
cg16989248	CCT6A
cg16989646	SLC25A15
cg16990174	RYBP
cg16991589	PABPC3
cg16992787	CAPS
cg16993440	ZCCHC9
cg16993794	SLC2A11
cg16994506	CCND2
cg16998207	FCMD
cg16998213	METRN
cg16998353	TRIM3
cg17001035	PCGF5
cg17001430	KIF25
cg17001652	CXCL13
cg17002259	CDC42SE1
cg17004373	GNL2
cg17006282	RPL36
cg17009433	GLDC
cg17009717	POLR1B
cg17010112	GENX-3414
cg17016000	RIN2
cg17017278	TRUB1
cg17018517	ENTPD2
cg17018527	TM6SF1
cg17020834	GRIA1
cg17021265	CD2AP
cg17022635	FUS
cg17026456	PXN
cg17027046	ITPA
cg17028039	FGFR2
cg17029151	CHMP4C
cg17029168	NKX2-2
cg17030820	MSMB
cg17031727	COG2
cg17034082	C5orf3
cg17034109	CYB561D1
cg17037924	DUT
cg17038116	ASH1L
cg17040807	CYGB
cg17043101	NOLC1
cg17043366	ZNF414
cg17044311	ABCC2
cg17044611	ASAH1
cg17045009	VCPIP1
cg17048363	CDK8
cg17048483	RBM7
cg17049328	GHRH
cg17050100	XAB1
cg17051321	BNC1
cg17051440	CLDN2
cg17051623	DDEFL1
cg17054360	MTERF
cg17055145	MYO6
cg17055959	RB1
cg17057965	FBXO28
cg17058777	FLJ20625
cg17061853	C12orf11
cg17063018	FBXO28
cg17063929	NOX4
cg17065601	SUMO2
cg17066382	LMBR1L
cg17067005	IL10
cg17067528	IER3
cg17067942	C5orf14
cg17067993	CCR7
cg17071536	SEC10L1
